linkID,venue1,venue2
4199,collection0375,collection0588
4200,collection0030,collection1382
4201,collection0331,collection0525
4202,collection0466,collection1194
4203,collection0041,collection0886
4204,collection0502,collection1130
4205,collection0017,collection0024
4206,collection0395,collection1130
4207,collection0002,collection1143
4208,collection0037,collection0055
4209,collection0017,collection1146
4210,collection0151,collection1031
4211,collection0407,collection2023
4212,collection0110,collection0653
4213,collection0450,collection1025
4214,collection0198,collection0485
4215,collection0061,collection0965
4216,collection0595,collection0703
4217,collection0130,collection1630
4218,collection0588,collection0746
4219,collection0514,collection0725
4220,collection0815,collection1989
4221,collection0059,collection1167
4222,collection0071,collection0748
4223,collection0726,collection1671
4224,collection0514,collection1626
4225,collection0011,collection0566
4226,collection0502,collection1002
4227,collection0746,collection1641
4228,collection0424,collection1198
4229,collection0046,collection0407
4230,collection0488,collection1618
4231,collection0280,collection0325
4232,collection0130,collection1207
4233,collection0030,collection1383
4234,collection1061,collection1153
4235,collection0022,collection1630
4236,collection0206,collection0585
4237,collection0170,collection0295
4238,collection0032,collection0791
4239,collection0242,collection0402
4240,collection0003,collection0779
4241,collection0402,collection2012
4242,collection0100,collection0965
4243,collection0818,collection1373
4244,collection0010,collection0488
4245,collection0030,collection1804
4246,collection0877,collection1280
4247,collection0068,collection0570
4248,collection0062,collection0400
4249,collection0043,collection0542
4250,collection0090,collection0424
4251,collection0608,collection0922
4252,collection0438,collection0487
4253,collection0034,collection0896
4254,collection0008,collection0036
4255,collection0107,collection2135
4256,collection0162,collection0371
4257,collection0399,collection1697
4258,collection0420,collection1013
4259,collection0280,collection0876
4260,collection0367,collection1585
4261,collection0021,collection0696
4262,collection0068,collection1382
4263,collection0500,collection0970
4264,collection0155,collection0727
4265,collection0710,collection0938
4266,collection0183,collection0188
4267,collection0293,collection0764
4268,collection0364,collection0791
4269,collection0424,collection1208
4270,collection0130,collection1130
4271,collection0001,collection0014
4272,collection0082,collection0485
4273,collection0375,collection0721
4274,collection0159,collection0190
4275,collection0100,collection0713
4276,collection0190,collection0485
4277,collection0022,collection1631
4278,collection0566,collection1092
4279,collection0017,collection0129
4280,collection0127,collection0301
4281,collection0148,collection0791
4282,collection0054,collection0192
4283,collection0014,collection0238
4284,collection0084,collection0469
4285,collection0003,collection0415
4286,collection0013,collection0590
4287,collection0093,collection0585
4288,collection0077,collection1989
4289,collection0219,collection1441
4290,collection0424,collection1354
4291,collection0061,collection0556
4292,collection0073,collection0188
4293,collection0896,collection1130
4294,collection0733,collection1167
4295,collection0256,collection0861
4296,collection0190,collection0484
4297,collection0095,collection0485
4298,collection0424,collection1585
4299,collection0040,collection0566
4300,collection0653,collection0856
4301,collection0039,collection0073
4302,collection0238,collection1033
4303,collection0045,collection0861
4304,collection0450,collection2023
4305,collection0002,collection0291
4306,collection0045,collection0162
4307,collection0003,collection0859
4308,collection0293,collection1382
4309,collection1167,collection1585
4310,collection0341,collection0818
4311,collection0044,collection0198
4312,collection0017,collection0323
4313,collection0130,collection0404
4314,collection0251,collection2304
4315,collection1280,collection1382
4316,collection0280,collection0638
4317,collection0166,collection0855
4318,collection1989,collection2023
4319,collection1043,collection1376
4320,collection1198,collection1605
4321,collection0076,collection2304
4322,collection0100,collection0670
4323,collection0375,collection0946
4324,collection0360,collection0514
4325,collection0030,collection0521
4326,collection0077,collection0104
4327,collection0521,collection0859
4328,collection0110,collection1194
4329,collection0170,collection1061
4330,collection0054,collection0063
4331,collection0254,collection0818
4332,collection0332,collection2012
4333,collection0021,collection0190
4334,collection0537,collection1382
4335,collection0017,collection0208
4336,collection0725,collection0861
4337,collection0276,collection1110
4338,collection0479,collection1378
4339,collection0041,collection0500
4340,collection1043,collection1995
4341,collection0188,collection0311
4342,collection0022,collection0670
4343,collection0970,collection1768
4344,collection1061,collection1807
4345,collection0111,collection1043
4346,collection0995,collection1216
4347,collection0727,collection0995
4348,collection0118,collection0219
4349,collection0424,collection0767
4350,collection0254,collection0370
4351,collection0105,collection1208
4352,collection1263,collection1697
4353,collection0426,collection1157
4354,collection0118,collection1130
4355,collection0094,collection0438
4356,collection0061,collection0133
4357,collection1036,collection2023
4358,collection0674,collection1995
4359,collection0341,collection1033
4360,collection0017,collection0984
4361,collection0017,collection1804
4362,collection0354,collection1804
4363,collection0861,collection1640
4364,collection0155,collection1807
4365,collection0155,collection0314
4366,collection1207,collection2047
4367,collection0841,collection1185
4368,collection0905,collection2008
4369,collection0044,collection1036
4370,collection0054,collection1194
4371,collection1678,collection1805
4372,collection0588,collection1185
4373,collection0048,collection1630
4374,collection0521,collection0931
4375,collection0242,collection0287
4376,collection0017,collection1325
4377,collection0104,collection0935
4378,collection0062,collection0466
4379,collection0400,collection1031
4380,collection0017,collection0404
4381,collection0002,collection0677
4382,collection0058,collection0174
4383,collection0151,collection1348
4384,collection0005,collection0089
4385,collection0653,collection1641
4386,collection0269,collection1192
4387,collection0367,collection0371
4388,collection0776,collection0861
4389,collection0566,collection1194
4390,collection0118,collection0151
4391,collection0001,collection0234
4392,collection0155,collection1631
4393,collection0017,collection0556
4394,collection0316,collection0647
4395,collection0003,collection0569
4396,collection0003,collection0278
4397,collection0151,collection0231
4398,collection0527,collection1216
4399,collection0010,collection0242
4400,collection1185,collection1192
4401,collection0017,collection0234
4402,collection0002,collection0962
4403,collection0100,collection0375
4404,collection0124,collection1489
4405,collection0895,collection1216
4406,collection0256,collection0791
4407,collection0166,collection1630
4408,collection0021,collection0855
